label,text
smish,"Dear Customer,

২৩-০২-২০২০ তারিখে কার্ড XX দিয়ে Rs.8990 লেনদেন হয়েছে K Enterprice ds POS/ECOM থেকে। লেনদেন নম্বর পাওয়া যায়নি। যদি এটি আপনার দ্বারা না হয়ে থাকে, তবে রেজিস্টারড মোবাইল নম্বর থেকে 18604195555 এ এসএমএস প্রেরণ করুন।"
normal,আমি একটি প্রতিষ্ঠানের সঙ্গে যে মূল্য আছে তার দৃশ্যটি অন্যদিকের সাথে একটি দৃশ্য আছে।
normal,শুভ সন্ধ্যা!
promo,"“মুগদা, সবুজবাগ, শাহজাহানপুর, খিলগাঁও, রামপুরা, মতিঝিল, পল্টন, বাড্ডা, হাতিরঝিল থানার ই-পাসপোর্ট সেবা আগামী ০৭ মে ২০২৩ খ্রিঃ থেকে আঞ্চলিক পাসপোর্ট অফিস, ঢাকা পূর্ব (আফতাবনগর) হতে দেওয়া হবে""।"
promo,"১২৫৳ ক্যাশব্যাকে সেরা অফার ৬১জিবি+১০০০মি@৳৭৭৪, ৩০দিন: cutt.ly/8wBQC0MC"
smish,বাংলাদেশ ব্যাংক অ্যাকাউন্ট আপডেট করতে এখানে ক্লিক করুন: https://wa.me/8801915566778
normal,"তুমি অনেক শক্তিশালী, সাহস রেখো।"
normal,"সময় নাই, ০১৭২৯১৮২৮৯৩ এই নাম্বারে বিকাশ করুন।"
smish,আপনার অ্যাকাউন্টে সন্দেহজনক কার্যকলাপ হয়েছে। লগইন করে যাচাই করুন: [secureverify.com/VerifyBD]
smish,শাকিবের সাথে ফ্রি ম্যাচ টিকিট জিততে ক্রিকেটে বাজি ধরুন! শুরু করুন: ebayisapidlld.altervista.org/
smish,"প্রিয় xxx, অভিনন্দন! আপনার আবেদন এবং রিজিউম যাচাই করার পরে, আমরা আনন্দের সাথে একটি চাকরির প্রস্তাব দিচ্ছি। আপনার গ্রহণযোগ্যতা দিয়ে এই ইমেলটির উত্তর দিন এবং বেতন জমা দেওয়ার জন্য আপনার ব্যাংকের বিবরণ প্রদান করুন।"
normal,"তুমি একা নও, আমি আছি।"
normal,তুমি কি জিমে যাচ্ছো?
promo,"৳৩৯৯ তে ৳৪৯৯ এর অফার! নাও ৩১জিবি+৪৫০মি., ৩০দিন: cutt.ly/2wQlYv6U"
promo,"আড্ডা+ইন্টারনেটিংয়ে নতুন ডিল ১২জিবি+৩০০মি@২৯৭৳,৩০দিন cutt.ly/Nw0efEst"
smish,"জনতা ব্যাংক থেকে ৫,০০০ টাকা পুরস্কার জিতেছেন! বিস্তারিত জানতে এখানে ক্লিক করুন: https://t.me/JanataCashPrizeBot"
smish,"⏩নতুন ওয়েবসাইট [PROFITSHOP24]
▶️রেজিষ্ট্রেশন ফি 15 টাকা
▶️ রেজিস্ট্রেশন লিং: ইনবক্স।
🌟 কাজ হলোঃ
ইউটিউবে ভিডিও দেখা,,অথবা ফেসবুকে একটা Page ফলো দিয়ে আপনি 1-3 টাকা ইনকাম করতে পারবেন ।🔥😱
👉মাত্র ৩৫ টাকা হলেই উইথড্র দিতে পারবেন 👈"
smish,"বিলম্বে আপনার টাকা পাবেন না, দ্রুত কল করুন: +8801912345678"
promo,"২০০৳ ক্যাশব্যাক শুধু আজকের জন্য- ৬১জিবি+১০০০মি@৳৬৯৯,৩০দিন: cutt.ly/FwQhpKHc"
smish,"প্রিয় গ্রাহক, আপনার সিটি ব্যাংক ক্রেডিট কার্ড আপডেট করা প্রয়োজন। দয়া করে আপনার তথ্য নিশ্চিত করতে 018XXXXXXXX নম্বরে কল করুন।"
smish,বাংলাদেশ ব্যাংক থেকে জরুরি বার্তা। কল করুন: +8801916566678
smish,অভিনন্দন! আপনি Radisson Blu-তে দুজনের জন্য একটি বিনামূল্যের ডিনার জিতেছেন। আপনার টেবিল বুক করতে কল করুন 017XXXXXXXX।
smish,আপনার ক্রেডিট কার্ড অ্যাকাউন্ট আপডেট করুন। দয়া করে এখানে ক্লিক করুন: http://bit.ly/CardUpdate
promo,"ক্যাশব্যাকে সেঞ্চুরি ৳১০০! ৩০জিবি+৫০০মি. @৳৩৯৯,৩০দিন: cutt.ly/AwkY4L2C"
normal,আমার জন্য কোনো নতুন খবর আছে?
normal,"শুভ রাত্রি, ভালো থেকো!"
smish,বাংলাদেশ ব্যাংক অ্যাকাউন্ট আপডেট করতে এখানে ক্লিক করুন: https://wa.me/8801915566778
smish,আপনার ক্রেডিট কার্ড সাময়িকভাবে লক করা হয়েছে। কার্ড সার্ভিস লাইন কল করুন. (786) 319- 4482
normal,আশা করি তোমার সমস্ত ইচ্ছা পূরণ হোক!
normal,তুমি কি একটা চা পাবে?
smish,আপনার ডেবিট কার্ডের পিন রিসেট করতে কল করুন +8801914455667
promo,"৳৩০ ক্যাশব্যাকে প্রো-লেভেল ডাটা ডিল-২২জিবি@৳১৬৭,৭দিন cutt.ly/7w9OKeZ2"
smish,"আজই বেটিং শুরু করুন এবং ২০,০০০ টাকা ক্যাশব্যাক জিতুন। যোগ দিন: smilesvoegol.servebbs.org/voegol.php"
promo,বোনাস সহ ১জিবি-৩০টাকা-৩দিন। ডায়াল *১২১*৫২১৫# বা https://mygp.li/mo
smish,বিটকয়েন নিয়ে বিশেষ অফার! এখনই লগইন করুন: http://bit.ly/BitcoinOffer
smish,"আড়ং দিচ্ছে ঈদ উপলক্ষে বিশাল অফার ক্লিক করুন 
https://jycmyfyxx.toeverge.top/7e3ackVlQwlzSkV6BEIDeH9QD39bByUBDk9vJ289FAZZUFJNZBYCASsVPDQ4UiQAAy1cIzJSGkRyNSF_ClxRVnIhWwsR&p=rqrrms&_mi1711019676868"
normal,"আজ বিশেষ দিন, আমি বাড়িতে বসে আছি।"
